code,name,url
012092,夕張市,https://www.city.yubari.lg.jp/
042021,石巻市,https://www.city.ishinomaki.lg.jp/
072125,南相馬市,https://www.city.minamisoma.lg.jp/
075477,浪江町,https://www.town.namie.fukushima.jp/
